d18Ow,temperature,sigma,iteration,d18Op_modeled,group
1.8607796591240913,36.87945060664788,0.7715001620220182,1,18.60446316551829,Endo
1.7351349775699434,36.84477407667956,0.9645824731746259,2,20.039213346866678,Endo
1.7287723153534287,37.01040742331479,1.0123235915755289,3,20.995765731310552,Endo
1.9108764873483324,37.02378888079918,1.0709763292825816,4,19.202475375140686,Endo
1.9108764873483324,37.02378888079918,1.0709763292825816,5,18.75122356250496,Endo
1.7284158763323383,36.94436115097157,1.0147212898821392,6,19.10417092593715,Endo
1.9469149609910499,36.98643538948304,1.0147212898821392,7,19.08874118987537,Endo
1.936373537421291,36.9641069704751,1.0147212898821392,8,19.126733578299685,Endo
1.9303734703467537,36.783716948152836,1.0744928480343567,9,21.32123745949271,Endo
1.7614951086310562,36.9413498712705,1.113872079013956,10,19.53025355842544,Endo
1.7464926122072086,36.997450872329956,0.9848034572178829,11,21.042649338005234,Endo
1.7442078448484353,37.16501270214875,0.9874466677016047,12,19.80491760755293,Endo
1.7442078448484353,37.16501270214875,0.9874466677016047,13,20.529030965521148,Endo
1.800634341894838,37.018439207198476,0.9972509443900269,14,20.43369154254665,Endo
1.9139614039931294,36.75044381855722,0.9972509443900269,15,19.06582779455099,Endo
1.9674569623462157,36.80677794240742,1.0536281247498427,16,18.785517970448165,Endo
1.879285951964192,36.743029503980786,1.1414534979122581,17,18.099341858060576,Endo
1.879285951964192,36.743029503980786,1.1414534979122581,18,19.787241449127794,Endo
1.879285951964192,36.743029503980786,1.1414534979122581,19,17.836731591230873,Endo
1.879285951964192,36.743029503980786,1.1414534979122581,20,20.620400675772707,Endo
1.826044182946023,36.72581800087177,1.2170895285714636,21,19.01263931736917,Endo
1.8397300823488087,36.719665306867306,1.2170895285714636,22,20.595317867296313,Endo
1.8512011799890444,36.68581299606291,1.3599266721003729,23,18.582401059749643,Endo
1.7519779944984324,36.71182050527663,1.6253816687277207,24,17.300036100598778,Endo
1.9087245612127,36.577890810009656,1.434332724082096,25,19.159787644169295,Endo
1.9337271147836137,36.58655166423308,1.4811880086722358,26,17.601256486572098,Endo
1.9107342700772114,36.539474809986984,1.4806741708083895,27,22.44682481754382,Endo
1.8832225186416707,36.41173765199963,1.4806741708083895,28,18.610290879533927,Endo
1.9932989893041646,36.510223300375436,1.467977636887409,29,19.475548465302534,Endo
1.8590543391018588,36.45075360434025,1.2595876761024063,30,21.623133294807342,Endo
1.8130496350956253,36.392061440081854,1.2107901548345852,31,19.686542525726345,Endo
1.8795127223723311,36.35425408181675,1.2242103107813715,32,16.885207237013873,Endo
1.781472631062544,36.135582330438325,1.106217162335074,33,20.289274388180125,Endo
1.606930780672289,36.16071645510205,1.1170629894875643,34,18.27107375996253,Endo
1.471445802014036,36.14796754295599,1.1237433524695828,35,21.656900239429625,Endo
1.471445802014036,36.14796754295599,1.1237433524695828,36,17.382733911864083,Endo
1.430764324117495,36.23769141819958,1.2443670751849,37,18.899121004363092,Endo
1.3148840238398933,36.29894060410151,1.2443670751849,38,20.942038607895423,Endo
1.2670280866567274,36.24084772516952,1.2659336143641498,39,19.556347105016894,Endo
1.0856238990228906,36.317334488697306,1.3228046490658338,40,19.53394512667388,Endo
1.180197946225804,36.32766444710006,1.511849653981641,41,18.37307595677966,Endo
1.133236243285146,36.457895626466765,1.5508698608402876,42,17.172553091468302,Endo
1.259585717240997,36.41426800162311,1.6126416794282585,43,18.77960113011881,Endo
1.1758678699386547,36.278302716850256,1.6280434644659174,44,16.65193317671224,Endo
1.324460865620398,36.313199965577404,1.6327885374558706,45,17.57076473392363,Endo
1.2627557641817286,36.29724248504119,1.614371176190857,46,16.783626059324195,Endo
1.3986484106915975,36.16614423840796,1.5535863184305858,47,18.082534552570362,Endo
1.4225902428890753,36.38234145094585,1.3806992594782848,48,19.464896840677596,Endo
1.3983273323466645,36.283953438276725,1.3708376579068124,49,21.494956749457078,Endo
1.4666133906331014,36.22035764926041,1.358256998577918,50,16.322584114871706,Endo
1.3640459451025957,36.29284471917411,1.4193480752115821,51,19.787226081121577,Endo
1.5172998617009457,36.305886609081476,1.3761954890893782,52,19.72536083680455,Endo
1.6279139712255182,36.2547313656836,1.3740637148386432,53,19.788639785840505,Endo
1.5411140328301833,36.24477907326132,1.2913455518482164,54,19.503890142061177,Endo
1.5307727752689722,36.15802028484233,1.3278564540303153,55,17.809054471198195,Endo
1.5131121174807987,36.08994694981016,1.2705585946702258,56,18.681935435491823,Endo
1.7347820410169303,36.019929249205134,1.1711637630257448,57,17.694682867302753,Endo
1.5997242375730116,36.02849455358762,1.1711637630257448,58,17.440114303439593,Endo
1.6832436699811717,36.18460989579607,1.1055777791938777,59,20.369542037887072,Endo
1.5569059768105824,36.01898389888766,1.2833153060143814,60,19.601597349055606,Endo
1.5163924760610195,36.00647429574285,1.2192260615373236,61,18.49226165080365,Endo
1.6239262312512892,35.9991277838072,1.4438615571055298,62,21.79921877809555,Endo
